,Id,AcceptedAnswerId,Title
25247,57279754,57413676.0,"What are the Tensorflow qint8, quint8, qint32, qint16, and quint16 datatypes?"
25363,50437382,50437452.0,Tensorflow installed but not working in Windows 10
25461,42597520,42606537.0,Slicing a tensor by an index tensor in Tensorflow
25486,66742480,66743926.0,A `Concatenate` layer should be called on a list of at least 2 inputs`
25516,59787503,59787675.0,Removing zero images from a tensor in TensorFlow efficiently
25657,42614426,42633223.0,Can Tensorflow read from HDFS on Mac?
25693,67906063,67907036.0,"How do I produce ELMo embeddings for tokenised strings without getting ""Function call stack: pruned""?"
25724,67912239,67915995.0,Custom loss function with regularization cost added in TensorFlow
25743,42621864,42622446.0,Difference between Keras model.save() and model.save_weights()?
25849,42635521,42712559.0,Tensorflow restored weights is not set
25930,51170644,51170889.0,How to correctly restore a OOP tensorflow model?
25933,51175837,51183870.0,Tensorflow runs out of memory while computing: how to find memory leaks?
25964,66748911,66749163.0,Wrapper layer to change kernel weights
25975,66749111,66759159.0,Tensorflow 2.4.0: How do I access a layer attribute from another layer?
26023,66749808,66783430.0,How do I use HAL version 1.2 on Tensorflow Lite for Android?
26095,51210639,51224650.0,Tfrecord vs TF.image?
26246,51241520,51243236.0,example code giving AttributeError: 'AdamOptimizer' object has no attribute '_beta1_power'
26277,51248813,51270565.0,Any ideas on what might be causing this TensorFlow error? (Object was never used)
26404,58185660,58187524.0,tensorflow select list of indices along dimension
26449,51284144,51300979.0,Use different optimizers depending on a if statement in TENSORFLOW
26564,58189394,58204811.0,"Tensorflow doesn't use GPU, Finds xla_gpu not gpu"
26758,51338709,51598144.0,tf.gradient with respect to looping variable
26774,66769854,66773875.0,"Keras ValueError: Shapes (None, 365) and (None, 1) are incompatible, Image Dataset from Directory"
26777,51342528,51343505.0,Hyperas: 'List' object has no attribute 'shape'
26830,60040736,60044355.0,"Apply a function to each element of a 3D, 2 channel Keras tensor"
26836,68132431,68132736.0,Load Tensorflow Lite models in python
27150,60102503,60299785.0,How to efficiently update a Keras variable slice?
27228,68209795,68220054.0,AttributeError: could not import keras and segmentation models
27251,68221932,68222697.0,How to train transfer-learning model on custom dataset? ValueError: Shape must be rank 4
27366,60115848,60177762.0,Reusing Parameters from a layer inside a subnetwork to a layer outside of that subnetwork
27563,68309069,68311825.0,Can I train parts of a composite model without recompiling?
27623,68322542,68451347.0,Problem connecting transformer output to CNN input in Keras
27896,68380183,68382495.0,Does knowledge distillation have an ensemble effect?
27919,60171887,60173136.0,Is it possible to train with tensorflow 1 using float16?
27946,60172564,60177318.0,tf.data.Dataset - Why is the performance of my data pipeline not increasing when I cache examples?
27958,68403128,68616941.0,Getting nans for gradient
28052,60200130,60946665.0,How to pack tensor of booleans into bits of int32 tensor?
28135,60215970,60223091.0,What's the cleanest and most efficient way to pass two stereo images to a loss function in Keras?
28148,60213884,60216196.0,CUDA 10.1 installed but Tensorflow doesn't run simulation on GPU
28258,68451742,68635375.0,pb to dlc conversion with snpe fails using a re trained Tensorflow Object Detection model
28298,68467792,68496703.0,TFRecords parsing: How to retrieve multiple images from a single tensor?
28327,68472859,68476811.0,How do I adjust contrast within TensorFlow layer?
28447,68501607,68514949.0,how to use cross-validation with ktrain?
28546,60291712,60293541.0,"pixel level multiclass segmentation, issues about training all zero pixel images"
28555,68522115,68529961.0,tensorflow dynamic range quantization
28614,68532424,68613945.0,"Calculating gradients in Custom training loop, difference in performace TF vs Torch"
28641,68534742,68538202.0,TF.js import error with model created using TF Lite Model Maker
28769,60336568,60336716.0,Hard-swish for TFLite
28783,60340692,60341799.0,Does image classification transfer learning require negative examples?
28804,68564618,68564886.0,"Variables not found in the graph for ""convert_variables_to_constants"""
29106,68618698,68620683.0,How to use Keras ImageDataGenerator while reading ground truth from CSV file
29117,68612779,68613019.0,Efficient way to iterate over tf.data.Dataset
29221,68634511,68649525.0,finetuning EfficientDet-D0 from model zoo on PASCALVOC doesn't recognize class label 1 (TensorFlow Object Detection API)
29229,68636131,68637884.0,Tensorflow - Preprocessing image in model prediction
29274,60439138,60441375.0,Bazel-buildfarm - specifying concurrency of worker
29294,52064450,52414196.0,How to use tf.contrib.model_pruning on MNIST?
29582,55179539,55180253.0,Calculating distance between 2 tensors all elements
29661,60509312,60509694.0,python and tensorflow: Which is optimized way to call function which exploits tensorflow operations?
29846,60533966,60534033.0,More Efficient Keras LSTM Input?
29907,51491681,51508991.0,How can I print the cost function?
30024,68789226,68789759.0,Using PCA to Reduce # Dimensions in Training Set for CNN
30079,68800775,68811740.0,Memory efficient sliding window sequence learning with TensorFlow
30095,68811534,68811556.0,Several problems when packaging with pyinstaller
30162,68835630,68839872.0,TypeError when trying to apply custom loss in a multilabel classification problem
30628,60699845,60700086.0,How to convert a dictionary into a tensor in tensorflow
30726,56083168,56084593.0,How to efficiently implement this simple structure in TensorFlow
30957,43830022,43944183.0,Compute gradient norm of each part of composite loss function
30985,52227910,52260935.0,FailedPreconditionError: Attempting to use uninitialized value W
31135,52443056,52488438.0,What is the most efficient way to interchange the values of two variables in a Tensorflow graph?
31155,35720595,35726305.0,Tensorflow: issue with placeholder and summaries
31274,61402903,61455755.0,Unable to create group (name already exists)
31288,52653497,52828599.0,Use tf.Keras with Tensorflow optimizer
31398,44378910,44379029.0,"How can I efficiently translate a large, non-rectangular 2D list to an even larger rectangular 2D array?"
31407,61567599,61704348.0,HuggingFace BERT `inputs_embeds` giving unexpected result
31530,61715631,61719697.0,memory leak in keras while training a GAN
31575,52969867,52989446.0,make tensorflow dataset from huge number of images(*.jpg) and labels(*.mat)
31580,61767803,61771538.0,Tensorflow 1.x to Tensorflow 2.1.0
31624,61772307,61776323.0,TensorFlow: Efficiently read (and shuffle) samples from large files
31641,53023727,53065877.0,How to efficiently extract all slices of given length using tensorflow
31647,61824447,61834056.0,InvalidArgumentError: You must feed a value for placeholder tensor 'Placeholder' with dtype double
31736,36313934,36320000.0,Is it possible to split a network across multiple GPUs in tensorflow?
31809,49701918,49704170.0,tf.layers.batch_normalization parameters
31864,62281962,62282397.0,EfficientNet does not seem to present in keras.applications
32021,41745496,41748737.0,loops without unrolling in tensorflow
32060,41754901,41766555.0,Image over Image convolution in Tensorflow
32075,50185888,50190929.0,Tensorflow: how to evaluate test data with persistence session?
32128,46241806,47051723.0,Estimator.predict in a loop cause memory leak in tensorflow
32382,50229777,50233226.0,Efficient multi-feature similarity with each feature in tensorlflow
32389,50229091,50235440.0,Is it necessary to close session after tensorflow InteractiveSession()
32503,41819397,41825234.0,"In Tensorflow, how can I rename a certain operation name?"
32595,47556001,48538506.0,How to (efficiently) apply a channel-wise fully connected layer in TensorFlow
32610,45248316,45248359.0,Comparing and flipping adjacent values in numpy
32789,62386682,62552677.0,Node number X (RESHAPE) failed to prepare. Tensor resize with tflite v2.2
32873,55830107,55830640.0,Efficient weighted sum of images in tensorflow
32934,62466877,62485429.0,self._traceback = tf_stack.extract_stack()
33004,35226198,35227732.0,Is this one-hot encoding in TensorFlow fast? Or flawed for any reason?
33099,60825109,60827423.0,Tensorflow installation fails on PowerPC ppc64le
33261,45553929,48509591.0,Implementing im2col in TensorFlow
33457,43880485,43880621.0,pip::No matching distribution found for tensorflow-gpu
33461,45705252,45713241.0,tensorflow rnn_decoder perform softmax on each decoder_output
33580,54114337,54114889.0,Map a value in multi dimensional tensor to another value
33653,62930951,63090878.0,Overfitting - huge difference between training and validation accuracy
33730,52417233,52547182.0,how do we pass Mat from opencv into tensorflow tf.image.ssim_multiscale?
33759,63027146,63306008.0,normalize training data with channel means and standard deviation in CNN model
33813,35695183,35705890.0,Tensorflow : Memory leak even while closing Session?
33828,44082297,44118208.0,Memory leak using TensorFlow for Java
33833,45911456,45913651.0,Which GPU would be default to use by Tensorflow
33848,44113440,44117532.0,Tensorflow prediction binary strings
33883,37581671,39226766.0,How to mix queue-based and feed-based input in TensorFlow
33894,61330532,61333682.0,tensorflow multi diemensional indexing
34012,61368378,61368768.0,How to efficiently load large training data too big for RAM for training in tensorflow?
34067,61407421,61407532.0,How to run Neural Network model on Android taking advantage of GPU?
34131,52658204,52662650.0,How the parameters of softmax are obtained in TensorFlow if the softmax is not included in training?
34276,44774234,44774530.0,Why tensorflow uses channel-last ordering instead of row-major?
34447,45308516,45383709.0,"Tensorflow, how to preserve the intermediate node value and reuse them"
34476,37017751,37018954.0,Printing an object in TensorFlow
34529,45454470,45459877.0,Unpackbits only in TF
34600,53856854,53858521.0,Modifying the cost function in TensorFlow
34602,45537738,45541481.0,More efficient 1d convolution in TensorFlow when filter size is 1
34765,63377634,64542531.0,"What should be the ""input_tensor_name"" during model conversion from frozen graph to tflite model?"
34803,54687497,54688604.0,How to unpack an integer bit-pattern into a tf.Tensor?
34825,54688828,54690159.0,Optimal way to find index of first occurrence of subarray in each frame of batch data without for loop
34834,54992535,55290367.0,tf.data.Dataset feedable iterator for training and inference
34878,63949766,63949920.0,How can I quantize a keras model while converting it to a TensorflowJS Layers Model?
34916,63955365,63958098.0,"How to get LSTM to handle long input samples, without reducing the size of the network?"
34998,55213771,55219739.0,How to combine multiple tfrecord datasets into one dataset?
35165,46539404,46541530.0,Tensorflow memory leak in every iteration
35274,63723152,63887059.0,How can I converge loss to a lower value?(tensorflow)
35359,54588880,54589241.0,"Tensorflow throws ""TypeError: unhashable type: 'list'"" error"
35362,36645799,36649470.0,TensorFlow's target pruning can't find nodes
35483,63783420,63980056.0,TF 2.3 Concatenate error - AttributeError: 'Sequential' object has no attribute '_nested_outputs'
35565,36911892,36927993.0,Encoding invariance for deep neural network
35615,54611144,54634751.0,"TensorFlow object detection model works properly with stock model, but fails with error about an implemented operation not being implemented"
35752,53620581,65337034.0,Calculate F1 Score using tf.metrics.precision/recall in a tf.Estimator setup
35801,54670031,54672954.0,Efficient method for finding index of first occurrence of a number in batched data other than for loop
35886,55012950,55018273.0,convert CSV file to parquet using dask (jupyter kernel crashes)
35929,62430366,62435665.0,tf_gather_nd and tensor_scatter_nd_update on batches
36059,53634924,53635663.0,Keras ImageDataGenerator equivalent for csv files
36077,55210684,55220399.0,Feature-wise scaling and shifting (FiLM layer) in Keras
36097,38706227,38706363.0,Efficent way in TensorFlow to subtract mean and divide by standard deivation for each row
36114,63105788,63110853.0,Get the mask of a given tensor
36139,63108767,63346559.0,create_training_graph() failed when converted MobileFacenet to quantize-aware model with TF-lite
36184,45992667,45993023.0,Broadcasting between two same-rank tensors in tensorflow
36197,54299762,54301431.0,How I can convert .tflite model to a .pb frozen graph in Tensorflow?
36610,65829552,66479162.0,ValueError: Unknown layer: AnchorBoxes quantization tensorflow
36807,41986542,41991924.0,What is the efficient way of multiplying chain of tensors in tensorflow
36825,50329855,50337385.0,How to use the Tensorflow Dataset Pipeline for Variable Length Inputs?
36836,50331201,50331508.0,Memory Leak Keras TensorFlow1.8.0
36840,41992132,42008906.0,"Tensorflow error when restoring trained model for eval, invalid shapes issue?"
37045,50447649,50556185.0,Model trained with TF-slim works perfectly with python inference but gives totally wrong results with C++ one
37054,47816231,47816541.0,Create binary tensor from vector in tensorflow
37065,39682918,42884164.0,Accuracy issue with multiple output in tensorflow
37069,47817135,47817291.0,"Tensorflow, how to multiply a 2D tensor (matrix) by corresponding elements in a 1D vector"
37121,65963752,66000444.0,Better way to concatenate ConvLSTM2D model and Tabular model
37146,47834733,47881179.0,"TensorFlow You must feed a value for placeholder tensor 'y_4' with dtype float and shape [?,1]"
37365,47867359,48245692.0,Running Tensorflow graph multiple times over different input parameters: what kind of loop is efficient?
37634,47897997,47898298.0,Numpy/Tensorflow: Multiplying each depth-wise vector of 3D tensor by a 2D matrix
37731,39757985,39765786.0,"Why are there two additional variables, in the checkpoint, for each layer?"
37791,39774449,40126349.0,Fully-convolutional ResNets using TF-Slim run very slow
37835,39782245,39783314.0,Tensorflow: scaled logits with cross entropy
37837,42149892,42163515.0,Convert binary to int in tensorflow
37846,39770254,39778982.0,Fast softmax regression implementation in tensorflow
37954,47953283,47958072.0,Evaluating the pairwise euclidean distance between multi-dimensional inputs in TensorFlow
38065,49649186,49649378.0,trying to use if in tensorflow's map_fn
38129,53331211,53346729.0,Tensorflow bazel quantization build error
38162,41294258,41294873.0,TensorFlow: Input for a session to compute a variable? FailedPreconditionError: Attempting to use uninitialized value weight_2
38260,41621071,41642426.0,Restore subset of variables in Tensorflow
38317,50050981,50051957.0,keras and tensorflow are not running on gpu in centos 7
38447,50079766,50080190.0,How to apply element-wise rounding function to Keras Tensor?
38455,50080721,50087062.0,TypeError when training Tensorflow LinearClassifier
38495,50092110,50225535.0,Error when attempting to convert TF model using toco
38546,50099963,50124976.0,How to run a fake quantized graph on a gpu?
38610,41688532,41707423.0,Efficient element-wise multiplication of a matrix and a matrix in Tensorflow
38689,47665314,50477640.0,how can we get benefit from sharding the data to speed the training time?
38698,41701783,41703783.0,Prune computation graph in tensorflow
38962,57197914,57212989.0,How to get weights from tflite model?
39013,50354707,50410543.0,Connect custom input pipeline to tf model
39045,57204660,57213376.0,Is there an equivalent of tf.lite.Interpreter.get_input_details for C++?
39191,66070990,66071586.0,Tensorflow stop and resume training
39209,66080823,66113011.0,Is it possible to pass a dataframe to TF/Keras that has a numpy array for each row?
39276,66090385,66091023.0,Why parameters in prunning increases in tensorflow's tfmot
39353,66101355,66102084.0,Use preprocessing function that changes size of input on ImageDataGenerator
39415,57967466,57986942.0,Fail to use custom model in tensorflow lite object detection android app
39477,39432164,39434964.0,Sample from a tensor in Tensorflow along an axis
39490,39420485,39420775.0,Index variable range in numpy
39583,47971352,48003729.0,No OpKernel Tensorflow Mobile Android. How to debug?
39646,64704597,64705250.0,Training models jointly: the list of Numpy arrays that you are passing to your model is not the size the model expected
39858,56398313,56398886.0,TensorFlow multivariate linear regression placeholder and matrix multiplication error
39873,49241401,49241772.0,How to replicate numpy.choose() in tensorflow?
40075,49735217,50061206.0,Tensorflow leaks 1280 bytes with each session opened and closed?
40089,49730923,49745801.0,"Tensorflow Object Detection API `indices[3] = 3 is not in [0, 3)` error"
40113,41386795,41386946.0,Tensorflow saver: Kernel appears to have died
40149,49743142,49743322.0,"Keras lambda: InvalidArgumentError: Expected multiples[0] >= 0, but got -1"
40392,49821733,49831851.0,How to sample n pixels from different object classes in tensorflow?
40412,49825670,49832560.0,F1 score for padded outputs in Keras
40432,49821735,49825402.0,Applying a list of Python functions to a Tensor
40539,49848155,49848198.0,Tensorflow Error `UnimplementedError: Cast string to float is not supported` When Reading in CSV
40554,41872217,41881853.0,Understanding OpKernel::Compute and how tensorflow sets up GPU execution
40650,57104152,58382622.0,Pytorch equivalent of tf.map_fn with parallel_iterations?
40924,66151793,66185562.0,tensorflow custom loop does not end in first epoch and progress bar runs to infinite
40944,66157475,66165193.0,Why does Keras training slow down after a while?
40955,42184863,44771313.0,How do you make TensorFlow + Keras fast with a TFRecord dataset?
41014,66590044,66594229.0,Channel pruning of xception model using kerassurgeon
41062,51576944,51641802.0,Tensorflow Lite for variable sized input
41222,48157558,48158329.0,Something Is Using Up Most GPU Memory Not Letting Me Train Models with Tensorflow
41228,48157856,48159975.0,py_func is unable to handle list with more than 9 items
41360,48196672,48196716.0,Result for Regression not correct
41388,48195979,48216791.0,"Tensorflow, compare an indexed value in a tensor with an integer for if condition"
41415,48212123,48269611.0,Memory leak when running python script from C++
41430,48216772,48217077.0,Is tf.recorder way of reading data more efficient than feed to placeholder?
41563,54808519,54810006.0,Optimize GPU usage of tf.map_fn
41606,54823475,54862759.0,Tensorflow Object Detection - Convert .pb file to tflite
41642,54830869,58096430.0,Understanding tf.contrib.lite.TFLiteConverter quantization parameters
41644,48257322,48315278.0,Pairwise distance between a set of Matrices in Keras/Tensorflow
41658,54829278,54829418.0,"Tensorflow, how to store variables?"
41662,54830126,54902343.0,What does 'quantization' mean in interpreter.get_input_details()?
41707,48268826,48268930.0,Unknown variables in tensorflow state causes error in training operation
41771,43551811,43580978.0,Nesting pipelines in apache beam
41781,63316939,63345179.0,any efficient alternative for GridSeachCV to find best hyperparams in deep NN in tensorflow?
41875,63321271,63418810.0,how to find optimal hyperparams in convolutional net?
41935,35261789,35275088.0,Efficient way to extract pool_3 for large number of images?
42249,47131248,50611010.0,Can Tensorflow be used for global minimization of multivariate functions?
42509,52376692,52431519.0,NotFoundError (see above for traceback): Key Variable not found in checkpoint
42590,61219545,61219827.0,Is there a way to pass along temporal weights to a loss function?
42592,61220205,61220590.0,Including some samples without ground truth for training via regularization but not directly in the loss function
42704,61286333,61774462.0,"ValueError: Layer #232 (named ""fpn_cells/cell_0/fnode0/add"") expects 0 weight(s) , but the saved weights have 1 element(s)"
42825,44171556,44171955.0,How do I realize the sparse convolution in tensorflow?
42901,52605783,52618260.0,How do I implement BesselJ functions in tensorflow
42960,61470732,61470800.0,Is it possible to resume training from a checkpoint model in Tensorflow?
43080,44329185,44329200.0,Convert a graph proto (pb/pbtxt) to a SavedModel for use in TensorFlow Serving or Cloud ML Engine
43083,44327803,44618720.0,Memory leak with TensorFlow
43088,64200117,64200898.0,fitting model several times in keras
43111,61552946,61555523.0,"""Making Predictions from 2D Data"" code lab gives random results on each refresh"
43269,55559724,55560412.0,Hebian learning rule in TensorFlow
43273,47393991,47394291.0,Initializing variables multiple times in TensorFlow leaks memory
43288,47393356,47409487.0,How to use tensorflow's Dataset API Iterator as an input of a (recurrent) neural network?
43365,61699140,61699747.0,OSError: SavedModel file does not exist at: ../dnn/mpg_model.h5/{saved_model.pbtxt|saved_model.pb}
43478,61704401,61719936.0,Expected input batch_size (1) to match target batch_size (11)
43642,55901234,56397559.0,ValueError: No 'serving_default' in the SavedModel's SignatureDefs. Possible values are 'name_of_my_model'
43819,48471716,48527350.0,Tensorflow can't detect GPU when invoked by Ray worker
43847,55908188,55909624.0,This model has not yet been built error on model.summary()
43906,56271619,56272037.0,Error in importing Keras with tensorflow-gpu backend (can't find libcublas.so.10.0)
44008,56296724,56298062.0,How to generate tflite from saved model?
44027,63337839,63339683.0,What is the most efficient way to modify a Keras Model?
44056,56310454,56348233.0,Map each tensor value to the closest value in a list
44078,56299034,56451791.0,How to implement neural network pruning?
44175,56722720,56814309.0,Trouble loading model after Post-training quantisation
44431,56740582,56741580.0,How to calculate Sobel Edge Detection in TensorFlow
44470,63353086,63353607.0,"Training Variational Autoencoder in Keras raises ""SymbolicException: Inputs to eager execution function cannot be Keras symbolic tensors"""
44550,65466682,65481249.0,Tensorflow 2.4 doesn't work despite my cpu having AVX support
44600,38222126,38222999.0,tensorflow efficient way for tensor multiplication
44616,56981200,56982760.0,Flattening tuple of images in tensorflow dataset
44627,56980488,56981335.0,Convert dense tensor to ragged tensor
44665,49061416,49546890.0,Is tensorflow lite model already quantized?
44690,49064492,49372873.0,"I am trying to do a quantized mobilenet model to tensorflow lite model, but run into an error"
44976,46581434,48718630.0,"Big HDF5 dataset, how to efficienly shuffle after each epoch"
45001,49081129,49084450.0,"Keras multi_gpu_model error: ""swig/python detected a memory leak of type 'int64_t *', no destructor found"""
45050,63479067,63481526.0,Easiest way to see the output of a hidden layer in Tensorflow/Keras?
45153,65693513,65695417.0,How to do preprocessing inside a Keras model for new inference-only end-to-end model
45204,65694711,66026864.0,TensorFlow Data not working with multiple input keras model
45265,41182155,41182349.0,TensorFlow seems not to use GPU
45271,49541722,49546949.0,convert fake quantized tensorflow model(.pb) to tensorflow lite model(.tflite) using toco failed
45350,63996947,63997974.0,Interpolate weights in TensorFlow
45612,47286441,47289648.0,Only 'Import keras' takes 10GB in GPU
45644,52372988,52395831.0,Can I add Tensorflow Fake Quantization in a Keras sequential model?
45650,61156528,61442070.0,How do TensorFlow Lite's Float32 output-values represent an image?
45718,44035651,44040616.0,Tensorflow compute_gradients and apply_gradients running out of memory
45949,61352737,61354569.0,How can I add a bias and an activation function directly to my input layer in TensorFlow?
45992,61388122,61388123.0,How to decompress tensorflow hub module in the terminal?
46053,45851160,45859979.0,How to get two variables list from two different neural networks
46093,54166589,54264968.0,Tensorflow per channel quantization
46143,62982745,62983801.0,What dtype to input image as according to get_input_details
46244,61549368,61694269.0,Use .tflite with iOS and GPU
46280,44365646,44382244.0,"TensorFlow 1.1 “bazel build tensorflow/tools/graph_transforms:transform_graph"""
46282,61550788,61552605.0,Is there a way to freeze specific layers in a KerasLayer?
46375,46065391,46065566.0,TensorFlow: Applying a batch of batches of filters to a batch of batches of images
46377,46065555,46123979.0,"TensorFlow: Quantization Error ""Analysis of target '//tensorflow/tools/graph_transforms:transform_graph' failed; build aborted."""
46382,54381036,54384163.0,"Which is better when reading from remote hosts like HDFS, TFRecordDataset+num_parallel_read? Or parallel_interleave"
46396,52850039,52971645.0,TensorFlow Model is still floating point after Post-training quantization
46419,37746583,37748225.0,"tensorflow tutorial of convolution, scale of logit"
46429,46070071,46070207.0,Switch between graphs in tensorflow
46629,63302446,63490076.0,Colab+TPU not supporting TF 2.3.0 tf.keras.layers.experimental.preprocessing
46655,53003208,53056640.0,How to save a Tensorflow Checkpoint file from Google Colaboratory in when using TPU mode?
46682,37866950,37868116.0,"Tensorflow, select operation giving error"
46771,63309066,63326769.0,Custom loss function in Keras: Initializing and appending values to a Tensor in loop
46801,63311327,63312165.0,how to make accuracy/loss plot in one plot if CNN model trained both on cifar10/100 in keras?
46904,44743995,45025675.0,Design tricks for memory efficient TensorFlow NN
47117,62000090,62143856.0,How does tflite fuses Relu into conv layers?
47119,62000175,62000562.0,What is this kind of mapping reffered as?
47159,62008061,62009557.0,TypeError when fitting keras model
47167,62015923,62018605.0,Why the accuracy of TF-lite is not correct after quantization
47174,62014496,62014898.0,Python crashing when I'm running the program with a custom loss function
47196,62025209,62038891.0,Invalid output Tensor index: 1 when running a custom yolov3-tiny model on Google's TFLite Object Detection example
47294,62178275,62179455.0,Increase I/O bound tensorflow training speed
47309,62198201,63810296.0,TF: Model SubClassing | AttributionError: 'NoneType' object has no attribute 'compile'
47310,53169997,53171978.0,Apply a function (tf.square()) to some values of a Tensor - TensorFlow
47492,52826311,52845549.0,Keras Graph disconnects when combining a LSTM with a CNN
47547,37969065,41240243.0,"Tensorflow, best way to save state in RNNs?"
47627,51555668,51556659.0,How to sample batch from only one class at each iteration
47641,51560617,51561508.0,Tensorflow-gpu 1.9 is not working on Pycharm
47679,51564467,51599346.0,How do I multiply a matrix by a scalar only for given indices in Tensorflow?
47703,52874647,52876786.0,Tensorflow v1.10+ why is an input serving receiver function needed when checkpoints are made without it?
47714,52873329,52881462.0,Does Tensorflows tf.layers.dense flatten input dimensions?
47741,52876128,52878510.0,transfer parameters between models in tensorflow slows down training time
47770,52878027,52878805.0,Keras regression prediction is not same dimension as output dimension
47778,52878198,52882023.0,Can I have hooks / callbacks outside a session or between the creation of one?
47798,66980404,66985933.0,Tensorflow 2 - How to conditionally update values directly in tf.Variable
47799,58442920,58444114.0,What is the difference between Floating point 16 and 8 bit quantized in Deep Learning Model
47837,61721781,61722511.0,Keras: Get the max values from a model output in a matrix
47882,34687761,36613269.0,Efficiently grab gradients from TensorFlow?
48195,53127232,53128220.0,Most space/memory efficient way to save Tensorflow model for prediction only?
48283,67009335,67009528.0,How to achieve removing/pruning the near-zero parameters in neural network?
48319,34888235,34888586.0,How do I generate a random vector in TensorFlow and maintain it for further use?
48355,34902782,34910583.0,Interpolated sampling of points in an image with TensorFlow
48496,58508286,58508551.0,TensorFlow Model not performing any training
48636,39500044,39501585.0,Sharing tensorflow model between processes
48736,67068742,67068959.0,ValueError: Cannot set tensor: Dimension mismatch. Got 3 but expected 4 for input 0
48763,67069167,67069418.0,Always getting 0 for prediction from tensorflow lite model
48801,58565913,59709406.0,TypeError: An op outside of the function building code is being passed a Graph tensor
48919,48001331,48121701.0,How to quantize TensorFlow Lite model to 16-bit
48933,39848610,41081605.0,How can I test own image to Cifar-10 tutorial on Tensorflow?
49092,58609730,58635177.0,How to create a One-hot Encoded Matrix from a PNG for Per Pixel Classification in Tensorflow 2
49167,67123407,67126362.0,Tensorflow: How to use a Ragged Tensor as an index into a normal tensor?
49222,39878628,39900876.0,memory leak in batch matrix factorization with tensorflow
49254,39883715,39889727.0,How to efficiently write a binary file containing mixed label and image data
49517,48048297,48048786.0,Explicit CPU placement in TensorFlow
49521,48051647,48061375.0,TensorFlow: How to perform image categorisation on multiple images
49597,48058861,48060047.0,Tensorflow: Iterate tensor row-wise and perform elementwise multiplication
49679,67176547,67180315.0,How to remove first N layers from a Keras Model?
49680,67174747,67177017.0,"TensorFlow : custom layer for-loop performance [TensorArray, map_fn]"
49730,58693261,58842473.0,Create a RLE (run-lenth encoding) mask with Tensorflow Datasets
49750,48068013,48100680.0,How to speed up batch preparation when using Estimators API combined with tf.data.Dataset
49774,67182034,67182373.0,More efficient way to create a mask of top `k` elements in tensorflow
49869,39934043,39972635.0,Tensorflow RNN sequence training
112,63065497,63066467.0,Single shot multi-dimension indexing in torch - perhaps with index_select or gather?
143,63076260,63079671.0,How to create a 1D sparse tensors from given list of indices and values?
152,63075594,63083879.0,PyTorch: How to parallelize over multiple GPU using multiprocessing.pool
245,52192599,52196927.0,How to delete maxpooling layer from pytorch network
253,52235928,52236734.0,PyTorch - create padded tensor from sequences of variable length
326,52455658,52457885.0,Getting rid of maxpooling layer causes running cuda out memory error pytorch
353,61909430,61923101.0,Why can't I get this Runge-Kutta solver to converge as the time step decreases?
370,61909973,61910320.0,pytorch load _IncompatibleKeys
374,62155922,62174644.0,How to efficiently calculate pairwise intersection of nonzero indices in a scipy.csr sparse matrix?
532,61688282,61688470.0,How to get padding mask from input ids?
614,62376687,62377675.0,Why does the output from VQ-Wav2Vec from FairSeq missing frames?
619,60775672,60775832.0,Torch/numpy: groupby pandas alternative
636,60818355,60855429.0,Efficiently saving and loading data using h5py (or other methods)
710,53706462,53714634.0,PyTorch - applying attention efficiently
717,64153684,64156717.0,Generic Computation of Distance Matrices in Pytorch
732,47205762,47231565.0,Embedding 3D data in Pytorch
756,64162672,64170973.0,How to randomly set a fixed number of elements in each row of a tensor in PyTorch
828,62891103,62895206.0,How can I incorporate PReLU in a quantized model?
929,55289703,55293238.0,int8 data type in Pytorch
939,60567538,60723675.0,Pytorch Quantization RuntimeError: Trying to create tensor with negative dimension
984,63311675,63312511.0,Inverse transform
987,54509150,54526654.0,More efficient way of implement this equation in pytorch (or Numpy)
1050,60665864,60665913.0,How to sort the pytorch tensors by specific key value?
1095,61011962,61012173.0,Sum over indices with value (1)
1322,62450062,62493027.0,Dequantize values to their original prior to quantization
1425,62915838,62916307.0,PyTorch value thresholding and zeroing all other values
1475,54316053,54320892.0,Update step in PyTorch implementation of Newton's method
1524,63361688,63362753.0,rolling statistics in numpy or pytroch
1556,63506321,63517274.0,"Pytorch, get rid of a for loop when adding permutation of one vector to entries of a matrix?"
1575,57228000,57228843.0,Is there a way to update the weights of a layer/variable directly after a training step?
1585,65898774,65898873.0,Is there a Numpy or pyTorch function for this code?
1741,47290053,47290704.0,How to use if statement PyTorch using torch.FloatTensor
1760,53350677,53352843.0,"How to do a ""element by element in-place inverse"" with pytorch?"
1791,45005163,45006517.0,Why RNN need two bias vectors?
1848,62381286,62382180.0,How to obtain sequence of submodules from a pytorch module?
1888,64809370,65324081.0,How can I invert a MelSpectrogram with torchaudio and get an audio waveform?
1895,54903778,54916921.0,how to modify rnn cells in pytorch?
1908,64839600,64839866.0,How to convert a pandas dataframe into a numpy array with the column names
1946,64841988,66179038.0,How to apply distance IoU loss?
1955,55941503,55942158.0,How to normalize convolutional weights in pytorch?
2013,63911276,63952553.0,Randomly select items from two equally sized tensors
2060,65530554,65531966.0,"Expected hidden[0] size (2, 8, 256), got [8, 256]"
2121,65541788,65699717.0,How to reduce the inference time of Helsinki-NLP/opus-mt-es-en (translation model) from transformer
2137,51946750,51963744.0,How can I get data for a quiver plot in torch?
